customerID;gender;SeniorCitizen;Partner;Dependents;PaperlessBilling;PaymentMethod;Contract;MonthlyCharges;churn;Tenure;DeviceProtection;InternetService;MultipleLines;OnlineBackup;OnlineSecurity;PhoneService;StreamingMovies;StreamingTV;TechSupport;MeanMonthlyCharge;MeanMonthlyUsage
9574-BOSMD;Male;0;Yes;Yes;No;Bank transfer (automatic);Two year;25.4;0;68.04246493767839;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;26.48235294117649;4722.276882352939
9574-RKJIF;Male;0;Yes;Yes;Yes;Electronic check;Month-to-month;94.4;1;30.062218936733814;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;No;97.7266666666667;3643.635
9575-IWCAZ;Male;0;Yes;No;No;Mailed check;One year;25.1;0;6.045298671430625;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.099999999999998;267.7536666666667
9576-ANLXO;Female;0;No;No;Yes;Bank transfer (automatic);Month-to-month;69.55;1;2.9897944516314503;No;Fiber optic;No;No;No;Yes;No;No;No;74.15;4648.494000000001
9576-SYUHJ;Male;0;No;No;Yes;Electronic check;Month-to-month;91.15;0;36.99459947842872;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;No;92.80833333333338;557.9933333333333
9577-WJVCQ;Female;0;No;No;No;Mailed check;Month-to-month;54.45;0;68.04246493767839;No;DSL;Yes;No;Yes;Yes;No;No;No;56.44264705882348;1904.481823529412
9578-FOMUK;Male;0;No;Yes;Yes;Electronic check;Month-to-month;24.8;0;15.014682026324977;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.53333333333334;916.4053333333334
9578-VRMNM;Female;0;No;No;Yes;Credit card (automatic);Month-to-month;65.2;1;15.967473664756977;Yes;DSL;Yes;No;No;Yes;Yes;No;No;65.94000000000001;2361.067333333333
9581-GVBXT;Male;0;Yes;Yes;No;Mailed check;One year;34.8;0;58.97451693053245;Yes;DSL;No phone service;No;Yes;No;No;No;No;36.09137931034481;9399.723241379308
9584-EXCDZ;Female;0;No;No;No;Bank transfer (automatic);Month-to-month;70.5;0;17.018829955440562;No;Fiber optic;No;No;No;Yes;No;No;No;73.29411764705883;716.9673529411766
9585-KKMFD;Male;0;Yes;Yes;Yes;Mailed check;Two year;20.0;0;41.00289533665989;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.551219512195125;2226.5069512195128
9586-JGQKH;Female;0;Yes;No;Yes;Bank transfer (automatic);Two year;105.4;0;64.00131419536335;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;108.73906249999993;1133.01896875
9588-OZDMQ;Female;0;Yes;No;Yes;Electronic check;Month-to-month;45.0;0;2.0041479291155877;No;DSL;No;No;No;Yes;No;No;No;45.0;3667.452
9588-YRFHY;Male;0;No;No;Yes;Credit card (automatic);Two year;19.9;0;49.01948705312224;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.9408163265306;1346.8432857142857
9589-ABEPT;Male;0;Yes;No;Yes;Mailed check;Two year;92.45;0;69.02811146019425;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;Yes;95.9644927536231;3804.669797101451
9591-YVTEB;Male;1;No;No;Yes;Electronic check;Month-to-month;44.85;0;55.031930840469;No;DSL;No phone service;Yes;Yes;No;No;Yes;No;46.993636363636334;4496.74072727273
9592-ERDKV;Male;0;Yes;No;No;Mailed check;One year;79.25;0;36.99459947842872;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;No;83.16388888888889;3352.6187222222215
9593-CVZKR;Female;0;Yes;Yes;Yes;Mailed check;Two year;24.45;0;56.05043224706873;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.201785714285734;5766.770821428571
9600-NAXZN;Male;0;No;No;Yes;Electronic check;Month-to-month;101.4;1;42.97418838169162;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;105.9119047619048;4024.5380476190485
9600-UDOPK;Male;0;Yes;No;Yes;Credit card (automatic);Month-to-month;94.05;1;30.062218936733814;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;98.65333333333336;6226.54
9601-BRXPO;Female;0;Yes;No;Yes;Bank transfer (automatic);Month-to-month;104.95;1;25.002566787819053;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Yes;108.53799999999997;5395.477199999999
9602-WCXPI;Male;0;No;No;No;Credit card (automatic);One year;20.15;0;50.005133575638105;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.077999999999992;2031.1227999999996
9603-OAIHC;Male;1;No;No;Yes;Electronic check;Month-to-month;70.05;0;1.0185014065997249;No;Fiber optic;No;No;No;Yes;No;No;No;70.05;168.418
9605-WGJVW;Female;1;No;No;Yes;Electronic check;Month-to-month;70.2;0;1.0185014065997249;No;Fiber optic;No;No;No;Yes;No;No;No;70.2;5721.468999999999
9606-PBKBQ;Male;1;Yes;No;Yes;Electronic check;Month-to-month;85.0;1;32.03351198176554;No;Fiber optic;Yes;No;No;Yes;Yes;No;No;88.3875;1160.9581875000003
9609-BENEA;Male;0;Yes;No;Yes;Electronic check;One year;69.0;0;34.95759666522927;No;DSL;Yes;Yes;No;Yes;No;Yes;Yes;71.25588235294117;1190.3128235294116
9610-WCESF;Male;0;No;No;No;Electronic check;Two year;43.9;0;67.02396353107866;No;DSL;No phone service;No;Yes;No;No;Yes;Yes;45.86716417910451;11.82038805970149
9611-CTWIH;Female;0;No;No;Yes;Electronic check;Month-to-month;89.45;1;3.0226493357153124;No;Fiber optic;No;No;No;Yes;Yes;Yes;No;90.05;2434.6876666666667
9614-RMGHA;Male;0;Yes;No;Yes;Bank transfer (automatic);Month-to-month;91.85;1;64.98696071787921;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;No;93.87656250000003;5379.780875
9617-INGJY;Male;0;No;No;Yes;Mailed check;Month-to-month;70.6;0;1.0185014065997249;No;Fiber optic;No;No;No;Yes;No;No;No;70.6;435.066
9617-UDPEU;Female;0;No;No;Yes;Mailed check;One year;19.25;0;22.045627220271463;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.12727272727273;1402.654818181818
9618-LFJRU;Female;0;No;No;No;Credit card (automatic);Month-to-month;20.45;0;4.008295858231175;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;23.150000000000002;3080.2105
9619-GSATL;Female;0;No;No;No;Electronic check;One year;55.45;0;43.00704326577548;No;DSL;No;Yes;No;Yes;No;No;Yes;59.091860465116284;419.7528837209303
9620-ENEJV;Female;0;No;No;No;Credit card (automatic);Month-to-month;70.55;0;6.045298671430625;No;Fiber optic;No;No;No;Yes;No;No;No;74.38333333333334;10314.070999999998
9620-QJREV;Male;0;No;Yes;No;Credit card (automatic);One year;20.55;0;46.98248423992279;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.36304347826086;945.024434782609
9621-OUPYD;Female;0;Yes;No;Yes;Bank transfer (automatic);One year;20.2;0;25.002566787819053;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.267999999999994;53.57280000000001
9624-EGDEQ;Female;0;No;No;No;Mailed check;Two year;19.8;0;36.99459947842872;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.344444444444438;4841.860777777777
9625-QNLUX;Male;0;Yes;Yes;Yes;Credit card (automatic);Two year;103.25;0;68.04246493767839;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;No;106.97941176470589;128.50576470588237
9625-QSTYE;Female;0;No;No;Yes;Electronic check;Month-to-month;81.15;1;13.010534097209389;Yes;Fiber optic;No;Yes;No;Yes;No;No;No;86.95000000000002;5796.987076923077
9625-RZFUK;Male;0;Yes;Yes;No;Mailed check;Two year;19.7;0;63.01566767284749;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.53333333333335;3806.582666666667
9626-VFRGG;Female;0;No;Yes;Yes;Bank transfer (automatic);Month-to-month;88.5;0;41.00289533665989;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;No;92.05609756097562;3516.794487804878
9626-WEQRM;Female;0;No;No;Yes;Mailed check;Month-to-month;29.15;0;4.008295858231175;No;DSL;No phone service;No;Yes;No;No;No;No;29.15;2761.9035000000003
9629-NHXFW;Female;0;Yes;Yes;Yes;Mailed check;Month-to-month;19.4;0;1.0185014065997249;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.4;2125.194
9631-RXVJM;Male;0;No;No;No;Mailed check;Two year;19.25;0;34.95759666522927;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.176470588235293;1171.9907647058824
9631-XEYKE;Male;0;No;No;No;Bank transfer (automatic);Month-to-month;50.4;0;3.0226493357153124;No;DSL;Yes;No;No;Yes;No;No;No;52.76666666666667;394.545
9633-DENPU;Female;0;Yes;No;Yes;Bank transfer (automatic);Month-to-month;58.6;0;46.98248423992279;No;DSL;No;Yes;No;Yes;No;Yes;No;60.654347826086905;6686.439565217388
9633-XQABV;Female;0;No;No;Yes;Electronic check;Month-to-month;70.25;0;3.0226493357153124;No;Fiber optic;No;No;No;Yes;No;No;No;71.61666666666666;3018.654666666667
9637-CDTKZ;Male;0;Yes;No;Yes;Credit card (automatic);Two year;114.1;0;71.98505102774185;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;119.63098591549303;1542.3114788732391
9637-EIHEQ;Female;0;No;No;Yes;Electronic check;Month-to-month;50.8;1;1.0185014065997249;No;DSL;No;No;No;Yes;No;No;Yes;50.8;260.975
9638-JIQYA;Male;0;No;No;Yes;Credit card (automatic);Month-to-month;24.9;0;2.0041479291155877;No;DSL;No phone service;No;No;No;No;No;No;25.8;1088.54
9639-BUJXT;Male;0;No;No;No;Mailed check;One year;20.5;0;63.01566767284749;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.642857142857146;211.45677777777777
9640-ZSLDC;Female;0;Yes;Yes;No;Credit card (automatic);One year;60.6;0;53.02778291135341;Yes;DSL;No;No;No;Yes;Yes;No;No;63.039622641509396;4366.819056603772
9643-AVVWI;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;80.0;0;3.0226493357153124;No;Fiber optic;No;Yes;No;Yes;No;No;Yes;91.2;1369.1376666666667
9643-YBLUR;Male;0;Yes;No;Yes;Credit card (automatic);Month-to-month;69.05;0;9.035093123062076;Yes;DSL;Yes;Yes;No;Yes;Yes;No;No;72.05000000000001;59.30622222222223
9644-KVCNC;Female;0;No;No;Yes;Bank transfer (automatic);One year;92.15;0;66.0383170085628;Yes;Fiber optic;Yes;No;No;Yes;No;Yes;No;94.81212121212116;68.6562121212121
9644-UMGQA;Male;0;Yes;Yes;Yes;Electronic check;Month-to-month;49.15;0;6.045298671430625;No;DSL;No;No;Yes;Yes;No;No;No;49.9;3009.9519999999998
9646-NMHXE;Male;0;Yes;No;No;Mailed check;Two year;19.65;0;46.98248423992279;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.61956521739129;1092.952260869565
9647-ERGBE;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;100.05;1;30.029364052649953;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;103.24666666666667;2208.331666666666
9648-BCHKM;Female;0;Yes;Yes;Yes;Credit card (automatic);Two year;24.65;0;18.037331362040288;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.422222222222217;632.3705555555556
9650-VBUOG;Male;0;Yes;Yes;No;Credit card (automatic);Two year;25.05;0;37.980246000944575;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;26.449999999999992;8223.529459459462
9651-GTSAQ;Female;0;Yes;No;Yes;Bank transfer (automatic);One year;106.1;1;53.02778291135341;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;No;111.04150943396233;10727.244981132073
9658-WYUFB;Female;0;No;No;Yes;Electronic check;Month-to-month;94.4;1;17.051684839524427;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;No;101.42941176470589;3593.578470588236
9659-QEQSY;Female;0;No;No;Yes;Electronic check;Month-to-month;115.65;0;45.01119119489107;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;121.62333333333332;746.1396666666667
9659-ZTWSM;Male;1;Yes;No;Yes;Bank transfer (automatic);One year;107.35;0;66.0383170085628;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;111.42424242424248;2849.4453030303034
9661-ACXBS;Female;0;No;No;Yes;Electronic check;Month-to-month;105.2;1;42.021396743259615;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;No;109.67619047619043;12427.435333333335
9661-JALZV;Female;0;No;No;Yes;Credit card (automatic);Two year;24.7;0;58.05458017618432;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.431034482758637;2858.30548275862
9661-MHUMO;Male;1;Yes;Yes;Yes;Credit card (automatic);Month-to-month;49.25;1;1.0185014065997249;No;DSL;No;No;No;Yes;No;No;Yes;55.75;5235.931000000001
9667-EQRXU;Female;1;No;No;Yes;Electronic check;Month-to-month;40.3;1;30.029364052649953;Yes;DSL;No phone service;No;No;No;No;Yes;No;42.496666666666655;2543.5836666666664
9667-TKTVZ;Female;0;No;No;Yes;Mailed check;Month-to-month;54.35;0;2.0041479291155877;No;DSL;Yes;No;No;Yes;No;No;Yes;54.7;3171.6050000000005
9668-PUGNU;Male;0;Yes;No;Yes;Electronic check;Two year;24.5;0;70.96654962114212;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;25.367142857142852;1827.4019999999996
9670-BPNXF;Female;0;No;No;Yes;Credit card (automatic);One year;62.55;0;45.01119119489107;No;DSL;No;Yes;Yes;Yes;No;No;Yes;65.34555555555559;677.242
9674-EHPPG;Male;0;Yes;No;No;Credit card (automatic);Two year;40.4;0;46.029692601490794;Yes;DSL;No phone service;No;Yes;No;No;No;Yes;41.832608695652205;527.2345652173914
9675-ICXCT;Male;0;Yes;Yes;Yes;Electronic check;Two year;80.8;0;71.98505102774185;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Yes;84.39014084507049;247.83618309859153
9677-AVKED;Female;0;No;Yes;Yes;Electronic check;One year;84.6;0;53.02778291135341;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Yes;88.59999999999998;745.2399811320754
9680-NIAUV;Female;0;Yes;Yes;No;Credit card (automatic);Two year;109.7;0;71.98505102774185;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;No;113.26338028169003;3094.179281690141
9681-KYGYB;Male;1;Yes;No;Yes;Electronic check;Month-to-month;88.2;0;49.01948705312224;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;No;90.9979591836734;12666.87351020408
9681-OXGVC;Female;0;No;No;Yes;Electronic check;Month-to-month;100.5;1;4.993942380747038;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;100.5;1945.2984999999999
9685-WKZGT;Male;1;No;No;Yes;Electronic check;Month-to-month;74.95;1;14.029035503809114;No;Fiber optic;Yes;No;No;Yes;No;No;No;76.65714285714287;1541.6854285714285
9688-YGXVR;Female;0;No;No;Yes;Credit card (automatic);Month-to-month;88.15;0;44.025544672375204;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;No;91.56590909090913;1701.0107727272725
9689-PTNPG;Male;0;No;No;Yes;Electronic check;Month-to-month;80.25;1;1.9712930450317254;No;Fiber optic;No;No;No;Yes;No;Yes;No;93.25;3365.3579999999997
9691-HKOVS;Female;0;Yes;No;Yes;Electronic check;One year;90.15;0;55.031930840469;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;93.23545454545452;1046.301545454546
9692-TUSXH;Female;0;No;No;Yes;Electronic check;Month-to-month;96.05;1;18.037331362040288;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;No;100.57777777777775;9330.132222222222
9693-XMUOB;Male;1;Yes;No;Yes;Electronic check;Month-to-month;50.25;0;58.97451693053245;No;DSL;No phone service;Yes;No;No;Yes;Yes;No;52.084482758620695;3487.5574827586192
9695-IDRZR;Female;0;No;Yes;Yes;Credit card (automatic);Two year;116.15;0;34.037659910881125;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;120.82352941176475;1969.3755294117645
9696-RMYBA;Male;0;No;No;Yes;Mailed check;Month-to-month;80.1;0;5.0267972648309;No;Fiber optic;No;No;No;Yes;No;Yes;No;83.42;2081.636
9699-UBQFS;Female;1;Yes;No;Yes;Electronic check;Month-to-month;94.5;0;43.00704326577548;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;No;98.78837209302324;2327.6420930232566
9700-ISPUP;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;65.5;0;10.0535945296618;No;DSL;No;Yes;No;Yes;Yes;No;Yes;66.94;1705.7989999999998
9700-ZCLOT;Male;0;No;No;No;Mailed check;Month-to-month;20.0;0;2.0041479291155877;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;22.05;878.761
9701-CDXHR;Female;0;Yes;No;No;Mailed check;Month-to-month;69.15;0;51.02363498223783;No;Fiber optic;No;No;No;Yes;No;No;No;72.78725490196081;504.1412745098038
9702-AIUJO;Male;0;Yes;Yes;Yes;Bank transfer (automatic);One year;44.8;0;50.005133575638105;No;DSL;No;No;No;Yes;No;No;No;46.75199999999999;3823.6344
9705-IOVQQ;Male;1;Yes;Yes;No;Electronic check;One year;99.0;0;61.0115197437319;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;101.37704918032787;105.53950819672129
9705-ZJBCG;Female;0;Yes;Yes;No;Bank transfer (automatic);One year;54.15;0;13.010534097209389;No;DSL;No;No;Yes;Yes;No;No;Yes;55.43461538461538;806.6471538461539
9708-HPXWZ;Male;1;No;No;No;Credit card (automatic);Month-to-month;45.4;0;5.0267972648309;Yes;DSL;No phone service;No;No;No;No;Yes;Yes;46.68000000000001;2498.2769999999996
9708-KFDBY;Male;0;No;No;No;Credit card (automatic);Month-to-month;20.55;0;1.0185014065997249;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.55;9525.473
9710-NJERN;Female;0;No;No;No;Mailed check;Two year;20.15;0;38.9987474075443;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.592105263157887;1045.6493157894736
9710-ZUSHQ;Female;1;No;No;Yes;Bank transfer (automatic);Month-to-month;106.75;1;37.02745436251258;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;No;110.27972972972972;6451.422135135134
9711-FJTBX;Male;0;Yes;Yes;Yes;Mailed check;One year;85.85;0;56.05043224706873;Yes;Fiber optic;No;Yes;No;Yes;No;No;Yes;90.10000000000002;1324.6309642857143
9714-EDSUC;Male;0;No;No;Yes;Mailed check;Month-to-month;94.9;0;4.008295858231175;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;Yes;98.92500000000001;187.2035
9715-SBVSU;Male;0;Yes;Yes;Yes;Bank transfer (automatic);Two year;61.4;0;13.996180619725251;No;DSL;No;Yes;Yes;Yes;Yes;No;No;67.65384615384615;1004.5011538461538
9715-WZCLW;Male;0;Yes;Yes;Yes;Electronic check;Two year;97.2;0;70.96654962114212;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;No;101.25142857142849;237.36657142857143
9717-IOAAF;Male;0;No;Yes;Yes;Credit card (automatic);Two year;25.85;0;27.00671471693464;No internet service;No;Yes;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;27.157407407407412;295.80792592592593
9717-QEBGU;Male;0;No;No;Yes;Electronic check;Month-to-month;70.3;0;2.0041479291155877;No;Fiber optic;No;No;No;Yes;No;No;No;70.3;1604.4579999999999
9720-JJJOR;Male;0;Yes;Yes;Yes;Bank transfer (automatic);One year;60.3;0;41.00289533665989;Yes;DSL;No;Yes;Yes;Yes;No;No;No;62.89756097560975;2521.63443902439
9722-UJOJR;Male;0;Yes;Yes;Yes;Electronic check;Month-to-month;70.75;1;29.04371753013409;No;Fiber optic;No;No;No;Yes;No;No;No;72.50862068965517;2421.729896551724
9725-SCPZG;Male;0;No;Yes;Yes;Electronic check;Month-to-month;90.85;1;1.0185014065997249;No;Fiber optic;No;No;No;Yes;Yes;Yes;No;90.85;33.387
9730-DRTMJ;Male;0;Yes;No;Yes;Credit card (automatic);One year;72.8;0;32.03351198176554;No;DSL;Yes;No;Yes;Yes;No;Yes;Yes;76.540625;1759.8051875
9732-EQMWY;Female;0;Yes;No;No;Electronic check;Month-to-month;99.4;0;49.01948705312224;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;No;103.49795918367344;31.52530612244899
9732-KPKBW;Male;0;No;No;Yes;Electronic check;Month-to-month;53.95;1;1.0185014065997249;No;DSL;No;No;Yes;Yes;No;No;Yes;53.95;1627.17
9732-OUYRN;Female;0;Yes;No;No;Credit card (automatic);One year;19.0;0;49.01948705312224;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.869387755102043;696.6016326530613
9734-UYXQI;Female;0;No;No;Yes;Electronic check;Month-to-month;49.4;1;1.9712930450317254;No;DSL;Yes;No;No;Yes;No;No;No;49.4;2106.563
9734-YWGEX;Female;0;No;No;No;Credit card (automatic);Month-to-month;98.3;1;9.035093123062076;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;No;101.68888888888888;3045.712333333334
9738-QLWTP;Male;0;No;No;No;Electronic check;One year;81.9;0;38.9987474075443;Yes;Fiber optic;No;No;No;Yes;No;No;Yes;84.45526315789479;1086.5502105263158
9739-JLPQJ;Female;0;Yes;Yes;No;Credit card (automatic);Two year;117.5;0;71.98505102774185;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;121.02112676056338;1498.0404929577458
9741-YLNTD;Male;0;No;No;Yes;Bank transfer (automatic);Month-to-month;87.95;0;6.045298671430625;No;Fiber optic;Yes;No;No;Yes;Yes;No;Yes;92.40000000000002;702.9273333333334
9742-XOKTS;Male;0;Yes;Yes;No;Electronic check;One year;89.55;0;67.02396353107866;No;Fiber optic;Yes;Yes;Yes;Yes;No;No;Yes;93.13507462686576;1167.766626865672
9743-DQKQW;Male;0;No;No;No;Electronic check;Month-to-month;25.1;0;3.0226493357153124;No;DSL;No phone service;No;No;No;No;No;No;27.100000000000005;1177.1973333333333
9746-MDMBK;Male;0;Yes;Yes;Yes;Bank transfer (automatic);One year;113.45;0;46.98248423992279;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;119.5239130434782;5189.28960869565
9746-UGFAC;Female;0;No;No;No;Bank transfer (automatic);One year;20.85;0;22.045627220271463;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;22.140909090909098;970.0883636363637
9746-YKGXB;Male;0;Yes;Yes;No;Bank transfer (automatic);One year;44.25;0;52.009281504753694;Yes;DSL;No phone service;No;Yes;No;Yes;No;No;45.33076923076923;9.112653846153846
9750-BOOHV;Female;0;No;No;No;Mailed check;One year;30.15;0;32.03351198176554;No;DSL;No phone service;No;Yes;No;No;No;No;31.43437499999999;8277.661500000002
9752-ZNQUT;Female;0;No;No;Yes;Electronic check;Month-to-month;48.6;0;1.0185014065997249;No;DSL;No;Yes;No;Yes;No;No;No;48.6;290.436
9753-OYLBX;Female;0;No;No;No;Mailed check;Month-to-month;20.5;0;1.0185014065997249;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.5;653.0730000000002
9754-CLVZW;Female;0;Yes;Yes;No;Credit card (automatic);Month-to-month;38.85;0;25.988213310334913;No;DSL;No phone service;Yes;Yes;No;No;No;Yes;40.614000000000004;2539.8911999999996
9755-JHNMN;Female;0;No;No;No;Bank transfer (automatic);Two year;67.4;0;49.01948705312224;Yes;DSL;No;Yes;Yes;Yes;No;No;Yes;70.33265306122455;2386.8691020408164
9758-MFWGD;Female;1;Yes;Yes;No;Bank transfer (automatic);One year;29.9;0;48.000985646522516;No;DSL;No phone service;Yes;No;No;No;No;No;30.970833333333356;1615.9338333333333
9761-XUJWD;Male;0;No;No;Yes;Bank transfer (automatic);Month-to-month;65.6;0;5.0267972648309;No;DSL;No;Yes;No;Yes;Yes;No;Yes;68.38;499.26300000000003
9762-YAQAA;Male;0;No;No;No;Credit card (automatic);One year;81.4;0;38.9987474075443;No;Fiber optic;Yes;Yes;No;Yes;No;No;No;85.46842105263161;1888.386894736842
9763-GRSKD;Male;0;Yes;Yes;Yes;Mailed check;Month-to-month;49.95;0;13.010534097209389;No;DSL;No;No;Yes;Yes;No;No;No;51.165384615384625;1061.7273846153848
9763-PDTKK;Female;0;No;No;Yes;Bank transfer (automatic);Month-to-month;94.4;1;4.008295858231175;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Yes;101.275;4130.297
9764-REAFF;Female;0;Yes;No;No;Bank transfer (automatic);Two year;18.4;0;58.97451693053245;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;19.39999999999999;163.02389655172416
9766-HGEDE;Female;0;Yes;No;No;Mailed check;One year;19.35;0;17.018829955440562;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;20.314705882352946;1868.945882352941
9767-FFLEM;Male;0;No;No;Yes;Credit card (automatic);Month-to-month;69.5;0;37.980246000944575;No;Fiber optic;No;No;No;Yes;No;No;No;72.54594594594596;3003.321162162162
9769-TSBZE;Female;0;No;Yes;No;Electronic check;Two year;66.0;0;70.04661286679398;No;DSL;Yes;Yes;Yes;Yes;No;No;Yes;69.53571428571429;1288.9097142857147
9770-KXGQU;Female;0;No;No;No;Mailed check;One year;98.6;0;53.02778291135341;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;No;102.13207547169812;1414.386981132076
9770-LXDBK;Female;0;No;No;No;Mailed check;Month-to-month;20.4;0;3.0226493357153124;No internet service;No;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;21.23333333333333;5899.858
9773-PEQBZ;Male;0;No;No;No;Electronic check;Month-to-month;79.85;0;10.0535945296618;No;Fiber optic;Yes;Yes;No;Yes;No;No;No;81.9;232.42999999999998
9774-NRNAU;Male;1;Yes;No;Yes;Bank transfer (automatic);Month-to-month;84.8;0;27.00671471693464;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Yes;89.64444444444445;2073.6777407407412
9776-CLUJA;Female;1;Yes;No;Yes;Electronic check;Month-to-month;77.5;1;51.02363498223783;No;Fiber optic;Yes;No;Yes;Yes;No;No;No;80.05098039215687;561.9191960784312
9776-OJUZI;Female;1;No;No;Yes;Bank transfer (automatic);Month-to-month;95.45;0;65.01981560196307;Yes;Fiber optic;Yes;Yes;No;Yes;No;Yes;No;99.6315384615384;818.2143076923078
9777-IQHWP;Male;0;Yes;Yes;No;Bank transfer (automatic);Two year;93.4;0;64.00131419536335;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;No;No;98.27656249999995;3392.6772499999997
9777-WJJPR;Male;0;Yes;No;No;Credit card (automatic);Month-to-month;88.65;0;31.015010575165814;Yes;Fiber optic;Yes;No;No;Yes;No;Yes;No;94.90161290322582;86.83058064516128
9778-OGKQZ;Male;0;Yes;No;Yes;Credit card (automatic);Two year;92.0;0;71.98505102774185;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;95.80281690140843;81.19515492957746
9779-DPNEJ;Female;0;Yes;Yes;Yes;Electronic check;Month-to-month;80.15;0;22.045627220271463;No;Fiber optic;No;No;No;Yes;Yes;No;No;83.79090909090911;830.3589999999999
