customerID;gender;SeniorCitizen;Partner;Dependents;PaperlessBilling;PaymentMethod;contractID;Contract;MonthlyCharges;StartDate;EndDate;churn
7511-YMXVQ;Male;0;No;No;Yes;Electronic check;bZXupAmN5x;Month-to-month;45.4;2020-01-01;2020-10-01;1
7515-LODFU;Male;1;No;No;No;Credit card (automatic);85b2sr2i6s;Two year;20.3;2014-04-01;;0
7516-GMHUV;Male;1;Yes;No;Yes;Credit card (automatic);Hkqz4WC99B;Two year;105.05;2015-11-01;;0
7517-LDMPS;Female;0;No;No;Yes;Electronic check;JwxPTjQpmB;Month-to-month;84.6;2019-01-01;;0
7517-SAWMO;Female;0;Yes;No;Yes;Electronic check;7fmcmCqinY;Month-to-month;73.2;2019-03-01;2020-10-01;1
7519-JTWQH;Female;0;No;No;Yes;Bank transfer (automatic);F2Edf6SzxT;Two year;110.5;2014-04-01;;0
7520-HQWJU;Female;0;Yes;Yes;Yes;Bank transfer (automatic);84dwiLLzRd;Month-to-month;67.45;2014-07-01;;0
7521-AFHAB;Female;0;Yes;Yes;No;Mailed check;Eh6PNegPNh;Month-to-month;44.8;2019-08-01;;0
7521-YXVZY;Male;0;No;Yes;No;Mailed check;GZmFxLSD6m;Month-to-month;19.95;2019-10-01;;0
7524-VRLPL;Male;1;No;No;No;Credit card (automatic);HNbFvUvRnr;Two year;74.1;2014-04-01;;0
7526-BEZQB;Male;0;No;No;Yes;Electronic check;KXxd5NAJdi;Month-to-month;96.05;2019-03-01;2020-03-01;1
7526-IVLYU;Male;0;No;No;Yes;Mailed check;9NhSCiUdPH;Month-to-month;19.65;2019-10-01;;0
7527-QNRUS;Male;0;Yes;Yes;Yes;Mailed check;4jkrUCnLqq;Two year;25.15;2018-08-01;;0
7529-ZDFXI;Male;1;Yes;No;Yes;Electronic check;FmBHU6nUDx;Month-to-month;89.85;2015-04-01;;0
7530-HDYDS;Female;0;No;No;Yes;Credit card (automatic);bqKfEuzPrQ;Month-to-month;84.25;2017-07-01;2020-09-01;1
7531-GQHME;Male;0;No;No;No;Credit card (automatic);77iUcyh4iU;Month-to-month;20.05;2019-01-01;;0
7534-BFESC;Male;1;No;No;Yes;Electronic check;DGBB4n3zTN;Month-to-month;76.1;2018-08-01;2020-08-01;1
7537-CBQUZ;Male;1;No;No;Yes;Bank transfer (automatic);6nhXizXJ7D;Month-to-month;109.4;2014-10-01;;0
7537-RBWEA;Female;0;No;No;Yes;Mailed check;KZctHW4Pzy;Month-to-month;25.15;2019-12-01;;0
7538-GWHML;Female;0;No;No;No;Electronic check;GKjPW4k3Bw;Month-to-month;69.65;2020-01-01;2020-03-01;1
7541-YLXCL;Male;0;No;No;Yes;Mailed check;ErZEnQPp83;One year;65.4;2017-05-01;2020-05-01;1
7542-CYDDM;Male;0;No;No;No;Mailed check;GTnHZicLqC;Month-to-month;20.05;2018-07-01;;0
7544-ZVIKX;Male;0;Yes;Yes;Yes;Bank transfer (automatic);5WiSYq9FeE;One year;105.05;2015-03-01;;0
7547-EKNFS;Male;0;Yes;No;Yes;Bank transfer (automatic);8FQnYZV2FY;Month-to-month;95.25;2016-08-01;2020-02-01;1
7548-SEPYI;Female;0;No;No;Yes;Electronic check;DpHbnSawBH;Month-to-month;96.25;2020-01-01;2020-06-01;1
7549-MYGPK;Female;0;Yes;Yes;Yes;Electronic check;Jk5Nz9bPar;Month-to-month;100.55;2015-09-01;2020-12-01;1
7550-WIQVA;Male;0;Yes;Yes;Yes;Electronic check;H6PUiPyfeb;One year;108.25;2015-11-01;;0
7551-DACSP;Male;0;Yes;Yes;Yes;Mailed check;58Uc7BYUvz;Month-to-month;55.3;2019-12-01;2020-06-01;1
7551-JOHTI;Female;0;No;No;No;Mailed check;BmCC3otxWS;Month-to-month;19.5;2020-05-01;2020-06-01;1
7552-KEYGT;Male;0;Yes;No;No;Bank transfer (automatic);FUpzUqVgq9;Two year;19.55;2017-10-01;;0
7554-AKDQF;Female;0;Yes;No;No;Mailed check;BQrvnL3YuN;Month-to-month;45.65;2019-07-01;;0
7554-NEWDD;Male;0;No;No;No;Bank transfer (automatic);7CMD9DvREM;Two year;25.7;2019-03-01;;0
7558-IMLMT;Male;0;Yes;Yes;Yes;Mailed check;DRrRB2EPRR;Two year;20.8;2014-06-01;;0
7560-QJAVJ;Female;0;No;No;No;Bank transfer (automatic);7LMRpBNvGC;Two year;79.6;2014-03-01;;0
7560-QRBXH;Female;0;No;Yes;No;Mailed check;6HryuLZimx;One year;19.95;2016-01-01;;0
7562-GSUHK;Female;0;No;No;Yes;Credit card (automatic);8iHJSQ5Nnq;Month-to-month;93.2;2018-11-01;2020-03-01;1
7562-UXTPG;Female;0;No;No;Yes;Mailed check;QHaVZB7bVf;Month-to-month;70.15;2018-12-01;;0
7563-BIUPC;Male;0;No;No;Yes;Electronic check;FuyyBQjtVG;Month-to-month;80.6;2020-06-01;2020-11-01;1
7564-GHCVB;Female;0;Yes;Yes;No;Bank transfer (automatic);7huQSBWi9g;Two year;79.05;2014-01-01;;0
7566-DSRLQ;Female;0;Yes;No;Yes;Electronic check;4YC4u3YPaR;Two year;110.15;2014-01-01;;0
7567-ECMCM;Male;0;No;No;Yes;Credit card (automatic);9W6MKHH5ky;Month-to-month;79.85;2018-01-01;;0
7568-PODML;Male;0;No;No;Yes;Mailed check;9MbQXwgorR;Month-to-month;45.3;2020-07-01;2020-08-01;1
7569-NMZYQ;Female;0;Yes;Yes;Yes;Bank transfer (automatic);AZio9Gui9N;Two year;118.75;2014-01-01;;0
7570-WELNY;Female;0;Yes;No;Yes;Bank transfer (automatic);79iBFFgEJv;Two year;84.7;2014-05-01;;0
7571-YXDAD;Female;0;No;No;No;Credit card (automatic);KQUA96QKHK;Month-to-month;74.9;2020-10-01;2020-12-01;1
7572-KPVKK;Male;0;No;Yes;Yes;Electronic check;A7BCQ2fe7T;Two year;104.05;2014-11-01;;0
7576-ASEJU;Female;0;Yes;Yes;Yes;Credit card (automatic);6zSW58CoQ6;One year;74.7;2016-08-01;;0
7576-JMYWV;Female;1;Yes;Yes;Yes;Electronic check;9BbCXWFuK5;Month-to-month;110.2;2016-03-01;;0
7576-OYWBN;Male;1;No;No;Yes;Electronic check;EXgoLHpAag;Month-to-month;76.05;2020-07-01;2020-10-01;1
7577-SWIFR;Male;0;No;No;Yes;Electronic check;39ufkkirZf;Month-to-month;89.25;2019-12-01;;0
7579-KKLOE;Male;0;Yes;Yes;Yes;Mailed check;BXKo547z4v;Two year;91.25;2014-02-01;;0
7579-OOPEC;Female;1;Yes;No;No;Credit card (automatic);k3MPccbQ3u;Month-to-month;50.15;2020-06-01;2020-08-01;1
7580-UGXNC;Female;1;No;No;No;Mailed check;GFNU2FN52e;Month-to-month;54.85;2020-06-01;2020-08-01;1
7581-EBBOU;Female;0;No;No;Yes;Credit card (automatic);FHfJ6KjaCQ;One year;70.15;2015-01-01;;0
7586-ZATGZ;Male;0;No;No;Yes;Electronic check;89zw4HG2HV;Month-to-month;84.9;2016-09-01;;0
7587-AOVVU;Male;0;Yes;Yes;No;Electronic check;GK6pjmhzdC;Month-to-month;100.75;2017-10-01;;0
7587-RZNME;Male;0;No;No;Yes;Electronic check;BUqJucAnaj;Month-to-month;43.3;2020-08-01;2020-11-01;1
7590-VHVEG;Female;0;Yes;No;Yes;Electronic check;DxHY5XFQVK;Month-to-month;29.85;2019-12-01;;0
7593-JNWRU;Male;0;Yes;Yes;Yes;Bank transfer (automatic);HPvwduzYa9;Month-to-month;44.6;2020-06-01;2020-12-01;1
7593-XFKDI;Male;0;No;No;No;Mailed check;C53RXzWNgA;Month-to-month;46.3;2020-03-01;2020-04-01;1
7594-LZNWR;Male;1;No;No;No;Credit card (automatic);8mjPvM3pC5;Month-to-month;69.15;2017-03-01;;0
7594-RQHXR;Female;0;No;Yes;Yes;Electronic check;4iWaSUpCVV;Month-to-month;79.6;2020-09-01;2020-10-01;1
7595-EHCDL;Male;0;Yes;Yes;No;Credit card (automatic);SyhiQRKmPz;Month-to-month;50.6;2017-05-01;;0
7595-EUIVN;Female;0;No;No;No;Electronic check;92MuMcjG9d;Month-to-month;75.8;2020-03-01;2020-04-01;1
7596-IIWYC;Female;0;No;No;Yes;Bank transfer (automatic);EXdxA3DZPq;Two year;20.25;2017-10-01;;0
7596-LDUXP;Female;0;No;No;Yes;Credit card (automatic);CSkpdYC6ug;One year;85.15;2019-01-01;;0
7596-ZYWBB;Female;0;No;No;Yes;Mailed check;9pgsZAr8yP;Two year;59.6;2014-08-01;;0
7598-UAASY;Male;0;Yes;No;No;Electronic check;KaNxz9t5SR;Month-to-month;76.4;2020-06-01;2020-08-01;1
7599-FKVXZ;Male;0;Yes;No;Yes;Bank transfer (automatic);D9ofbF8LyS;Month-to-month;106.15;2016-09-01;2020-03-01;1
7599-NTMDP;Female;0;Yes;Yes;No;Bank transfer (automatic);KqVsnRuAiD;Two year;48.7;2014-11-01;;0
7601-DHFWZ;Female;0;No;No;No;Credit card (automatic);D6wySvXfYM;Two year;24.0;2016-01-01;;0
7601-GNDYK;Male;0;Yes;Yes;No;Mailed check;E267ehX753;Two year;19.6;2017-02-01;;0
7601-WFVZV;Male;0;No;No;No;Mailed check;HQUg8aCgnh;Month-to-month;19.55;2019-12-01;;0
7602-DBTOU;Female;0;Yes;No;No;Mailed check;Dzx3dkbcYK;Two year;19.6;2014-02-01;;0
7602-MVRMB;Female;0;Yes;Yes;Yes;Bank transfer (automatic);AMiwDL6Mpx;Two year;110.45;2014-01-01;;0
7603-USHJS;Male;0;No;Yes;Yes;Credit card (automatic);JRuvSffAxu;Month-to-month;73.75;2019-12-01;2020-12-01;1
7605-BDWDC;Female;0;No;No;Yes;Bank transfer (automatic);KXqzDutWjL;Two year;49.85;2017-06-01;;0
7605-SNLQG;Female;0;Yes;No;Yes;Credit card (automatic);4JtaKrgb6r;Month-to-month;50.25;2016-04-01;;0
7606-BPHHN;Male;0;No;No;Yes;Credit card (automatic);Eypq2iJTNd;Two year;19.8;2014-01-01;;0
7607-QKKTJ;Male;0;Yes;Yes;Yes;Credit card (automatic);C2CLkHngmN;One year;95.0;2016-04-01;;0
7608-RGIRO;Male;0;No;Yes;Yes;Mailed check;AFWpJMUsSk;Two year;24.4;2014-11-01;;0
7609-NRNCA;Female;0;No;No;No;Mailed check;JHRd3Kwi9b;One year;19.55;2018-08-01;;0
7609-YBPXG;Male;0;No;No;No;Bank transfer (automatic);FgcPwtmBUR;Two year;87.1;2015-07-01;;0
7610-TVOPG;Male;0;No;No;Yes;Electronic check;4Siteq4fRc;Month-to-month;26.35;2018-10-01;;0
7611-YKYTC;Male;0;Yes;Yes;No;Bank transfer (automatic);8CdBkATEWR;Month-to-month;75.0;2018-03-01;;0
7613-LLQFO;Male;0;No;No;Yes;Electronic check;86gYRrKpmk;Month-to-month;84.45;2019-09-01;2020-09-01;1
7614-QVWQL;Male;0;Yes;Yes;Yes;Bank transfer (automatic);GpfmEL7fqS;One year;51.8;2016-03-01;2020-04-01;1
7615-ESMYF;Female;0;Yes;No;No;Electronic check;CMQcbUiJLn;Month-to-month;44.6;2020-04-01;2020-06-01;1
7617-EYGLW;Male;0;No;No;No;Electronic check;GSVEmgDoyk;Month-to-month;19.45;2019-12-01;;0
7619-ODSGN;Male;0;Yes;Yes;No;Electronic check;4Yc2KsBcUm;Month-to-month;54.75;2018-02-01;2020-02-01;1
7619-PLRLP;Female;0;Yes;No;No;Bank transfer (automatic);8bKdTiYBAv;One year;74.1;2015-08-01;;0
7621-VPNET;Female;0;Yes;No;Yes;Credit card (automatic);N29bEUfCQW;Month-to-month;85.9;2016-07-01;;0
7622-FWGEW;Male;1;Yes;No;Yes;Bank transfer (automatic);EdMMi4wA4y;Two year;85.65;2015-05-01;;0
7622-NXQZR;Male;0;No;No;Yes;Credit card (automatic);GVGmDg4ZyM;Month-to-month;30.1;2017-09-01;;0
7623-HKYRK;Male;0;No;Yes;No;Mailed check;E77g6zfM5o;Month-to-month;19.7;2019-07-01;;0
7623-TRNQN;Male;0;No;Yes;Yes;Mailed check;9ZsGuu5uCg;Month-to-month;49.9;2020-08-01;2020-09-01;1
7625-XCQRH;Female;0;No;No;Yes;Electronic check;E6DnfBSjcX;Month-to-month;76.5;2019-04-01;2020-03-01;1
7627-JKIAZ;Female;0;Yes;No;Yes;Credit card (automatic);Sfjv9L9zPU;Month-to-month;78.95;2017-11-01;2020-12-01;1
7629-WFGLW;Female;1;Yes;No;No;Electronic check;JLdvMQC6HN;One year;95.65;2015-05-01;;0
7629-WIXZF;Female;0;No;No;Yes;Electronic check;5eVY3utazz;One year;59.1;2019-06-01;;0
7632-MNYOY;Male;1;No;No;No;Credit card (automatic);FMgAbXiMVu;One year;110.9;2015-02-01;2020-08-01;1
7632-YUTXB;Female;0;Yes;Yes;No;Mailed check;7i8R4mhp9J;One year;20.05;2017-12-01;;0
7633-MVPUY;Male;0;Yes;No;Yes;Electronic check;AsThagW8dm;Two year;59.75;2015-04-01;;0
7634-HLQJR;Female;0;Yes;Yes;No;Credit card (automatic);BXKkiY4iCj;Two year;20.05;2016-02-01;;0
7634-WSWDB;Female;0;No;Yes;Yes;Electronic check;CnHxwkWSTP;Month-to-month;38.5;2019-05-01;;0
7636-OWBPG;Male;1;No;No;Yes;Credit card (automatic);C2iPW7cSbE;Month-to-month;29.35;2019-01-01;;0
7636-PEPNS;Female;0;Yes;Yes;Yes;Mailed check;8gmXMcMrcM;One year;44.1;2015-03-01;;0
7636-XUHWW;Male;0;No;No;Yes;Credit card (automatic);56A6ZTkrqH;Month-to-month;19.9;2019-11-01;;0
7638-QVMVY;Female;0;No;No;Yes;Electronic check;6QgqF4XcTS;Month-to-month;79.0;2019-09-01;2020-04-01;1
7639-LIAYI;Male;0;No;No;Yes;Credit card (automatic);KjJJoaa9P3;Two year;79.75;2015-09-01;;0
7639-OPLNG;Male;0;Yes;Yes;Yes;Bank transfer (automatic);HXeAGbRQfp;Two year;79.25;2014-03-01;;0
7639-SUPCW;Female;0;No;No;Yes;Credit card (automatic);5XW3aQwW4P;Month-to-month;48.8;2019-01-01;2020-11-01;1
7641-EUYET;Male;1;Yes;Yes;Yes;Electronic check;AwYe8HPae2;Month-to-month;100.7;2016-12-01;2020-10-01;1
7641-TQFHN;Male;0;No;Yes;No;Mailed check;JLiikoFhma;Two year;100.55;2016-10-01;;0
7643-RCHXS;Female;0;Yes;Yes;No;Electronic check;5GF3SSNKwK;Two year;19.35;2014-10-01;;0
7644-OMVMY;Male;0;Yes;Yes;No;Mailed check;KzTrmHxgJs;Two year;19.85;2020-01-01;;0
7647-GYYKX;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Cf8Zk9dfkx;Two year;20.35;2015-07-01;;0
7649-PHJVR;Male;0;No;No;No;Mailed check;G5DMYP5xRi;One year;19.5;2019-02-01;;0
7649-SIJJF;Male;0;Yes;No;Yes;Mailed check;JxKPdGZ9fp;Two year;80.1;2014-02-01;;0
7654-YWJUF;Male;0;Yes;No;Yes;Bank transfer (automatic);7Yqf7VQtGt;One year;84.25;2016-06-01;;0
7657-DYEPJ;Male;1;No;No;Yes;Credit card (automatic);CtxxWMuty3;One year;70.15;2017-08-01;2020-10-01;1
7658-UYUQS;Male;1;Yes;No;No;Bank transfer (automatic);4rg4V5cBjp;Month-to-month;86.55;2018-04-01;;0
7660-HDPJV;Female;0;No;No;Yes;Electronic check;68qCBkJakj;Month-to-month;69.2;2020-09-01;2020-10-01;1
7661-CPURM;Male;0;No;No;Yes;Credit card (automatic);74yvrHMQNo;One year;87.7;2018-06-01;;0
7663-CUXZB;Male;0;Yes;No;No;Electronic check;hAoX8TDQPk;Two year;113.75;2015-02-01;;0
7663-RGWBC;Male;0;No;No;Yes;Mailed check;BsKxsbL5F7;Month-to-month;44.15;2020-09-01;2020-10-01;1
7663-YJHSN;Female;0;Yes;No;Yes;Bank transfer (automatic);H5Nmas2pUP;Two year;103.95;2014-01-01;;0
7663-ZTEGJ;Male;0;No;Yes;No;Credit card (automatic);4U9KiXK6hT;One year;100.55;2017-08-01;;0
7665-NKLAV;Female;0;Yes;Yes;No;Credit card (automatic);KbkMV3EDT2;Two year;40.65;2017-01-01;;0
7665-TOALD;Female;0;No;No;Yes;Electronic check;6TiMYPENFD;Month-to-month;69.6;2020-11-01;2020-12-01;1
7665-VIGUD;Male;0;No;No;No;Mailed check;EwS2wJznpW;One year;20.35;2019-03-01;;0
7666-WKRON;Female;0;No;No;Yes;Electronic check;E9Tdmu5mqt;Two year;80.45;2017-07-01;2020-10-01;1
7668-XCFYV;Female;1;Yes;No;Yes;Electronic check;4TSjUxxX5D;Month-to-month;92.55;2018-08-01;;0
7669-LCRSD;Male;0;Yes;Yes;Yes;Mailed check;K6tQHewax3;Month-to-month;56.3;2019-01-01;;0
7670-ZBPOQ;Female;0;Yes;No;Yes;Bank transfer (automatic);8LKKoSXXEp;One year;61.05;2015-03-01;;0
7672-VFMXZ;Male;0;Yes;No;No;Electronic check;GTrrKDYzS2;Month-to-month;55.7;2015-04-01;;0
7673-BQGKU;Female;0;Yes;Yes;No;Bank transfer (automatic);ASLVaELDTE;Two year;20.15;2014-04-01;;0
7673-LPRNY;Female;0;No;No;Yes;Electronic check;BPxKopEfwf;One year;78.55;2018-02-01;;0
7674-YTAFD;Female;0;No;No;Yes;Bank transfer (automatic);8HRXwUVftX;One year;79.95;2017-04-01;;0
7675-OZCZG;Female;1;No;No;No;Electronic check;DUHcABq58r;Month-to-month;45.0;2020-08-01;2020-11-01;1
7677-SJJJK;Male;0;Yes;Yes;No;Credit card (automatic);Acq3jw5RMc;One year;19.9;2019-05-01;;0
7682-AZNDK;Male;0;Yes;Yes;Yes;Electronic check;3ricmmi5Ec;Month-to-month;89.85;2017-03-01;;0
7683-CBDKJ;Male;0;Yes;Yes;Yes;Electronic check;KgZuthW7gE;Month-to-month;65.45;2019-06-01;2020-08-01;1
7684-XSZIY;Male;0;Yes;Yes;No;Bank transfer (automatic);ES9xorBfL4;Two year;24.3;2014-01-01;;0
7688-AWMDX;Male;0;Yes;No;No;Bank transfer (automatic);F3gPUQAm2T;Two year;54.5;2014-02-01;;0
7690-KPNCU;Male;0;Yes;Yes;Yes;Credit card (automatic);hJEMn87s3o;One year;73.05;2014-09-01;;0
7691-KGKGP;Male;0;Yes;Yes;No;Credit card (automatic);7QcsmngfHj;Month-to-month;65.0;2015-08-01;;0
7691-XVTZH;Female;0;Yes;No;Yes;Bank transfer (automatic);3HNzLYzfWU;Two year;89.95;2014-05-01;;0
7693-LCKZL;Male;0;Yes;Yes;Yes;Electronic check;AFbn2yMFs2;Month-to-month;80.15;2020-04-01;2020-09-01;1
7693-QPEFS;Male;1;No;No;Yes;Bank transfer (automatic);5ZUcCMBm2H;Month-to-month;72.95;2015-09-01;;0
7694-VLBWQ;Male;0;Yes;No;No;Electronic check;GMJxtYNVKR;One year;104.1;2014-10-01;2020-05-01;1
7695-PKLCZ;Female;0;No;No;No;Credit card (automatic);8RB3zjS9Wi;Two year;20.5;2014-05-01;;0
7696-AMHOD;Female;0;Yes;Yes;No;Credit card (automatic);3Kb7YShP9c;One year;78.0;2015-12-01;;0
7696-CFTAT;Male;0;Yes;Yes;No;Bank transfer (automatic);7TfHFN9D6m;Two year;19.8;2016-12-01;;0
7698-YFGEZ;Male;0;No;No;No;Mailed check;JHvJCcDcMB;Month-to-month;20.0;2019-12-01;;0
7703-ZEKEF;Male;0;No;No;Yes;Electronic check;7xTRoR7Tq3;Month-to-month;81.0;2018-11-01;2020-10-01;1
7706-DZNKK;Male;0;No;No;Yes;Credit card (automatic);589zKrXNXd;Month-to-month;20.45;2019-02-01;;0
7706-YLMQA;Female;0;No;No;No;Bank transfer (automatic);32u58SqSB3;One year;19.7;2014-03-01;;0
7707-PYBBH;Male;0;No;No;Yes;Mailed check;JxNq93XDNu;Month-to-month;61.9;2016-09-01;;0
7710-JSYOA;Female;0;Yes;Yes;Yes;Bank transfer (automatic);9v9jDev4W9;Two year;93.3;2014-04-01;;0
7711-GQBZC;Female;0;Yes;Yes;No;Bank transfer (automatic);GVeE6XRktC;Two year;24.7;2014-02-01;;0
7711-YIJWC;Male;0;Yes;Yes;No;Bank transfer (automatic);JXFFhSC4eq;One year;84.9;2014-12-01;;0
7714-YXSMB;Female;0;No;No;Yes;Bank transfer (automatic);JnFdFLXHZo;Month-to-month;100.5;2017-11-01;;0
7716-YTYHG;Female;0;Yes;Yes;Yes;Mailed check;BrZfkz6YRT;One year;82.05;2016-12-01;2020-12-01;1
7717-BICXI;Male;0;Yes;Yes;No;Mailed check;Gs8vqh7xwg;Two year;20.55;2015-01-01;;0
7718-RXDGG;Male;0;Yes;No;Yes;Bank transfer (automatic);Ejz3zEGbgw;Month-to-month;68.6;2018-10-01;;0
7718-UPSKJ;Female;0;Yes;No;Yes;Credit card (automatic);Cv8UiGSZJZ;One year;106.4;2014-04-01;;0
7721-DVEKZ;Female;0;No;No;No;Mailed check;3QCWafHVTa;Month-to-month;19.65;2019-12-01;;0
7721-JXEAW;Male;0;Yes;No;Yes;Bank transfer (automatic);F9XX2YvSKh;Month-to-month;41.05;2015-06-01;2020-05-01;1
7722-CVFXN;Male;0;Yes;Yes;Yes;Electronic check;5Lqw2RknEb;One year;105.2;2015-07-01;;0
7722-VJRQD;Male;0;Yes;Yes;No;Bank transfer (automatic);9JsTppHqQb;Two year;60.95;2014-01-01;;0
7727-SHVZV;Female;0;No;No;No;Bank transfer (automatic);ENN9hBY5C3;Month-to-month;19.5;2019-04-01;;0
7729-JTEEC;Male;0;Yes;Yes;Yes;Electronic check;xNCY5D5eTW;Month-to-month;44.5;2019-11-01;;0
7729-XBTWX;Male;0;Yes;Yes;Yes;Mailed check;FNKZqqHTE9;Two year;19.75;2014-07-01;;0
7730-CLDSV;Female;0;Yes;Yes;Yes;Bank transfer (automatic);Hd64ZiVNNh;Two year;98.65;2014-01-01;;0
7730-IUTDZ;Male;0;No;No;Yes;Electronic check;4uP7hEJbKw;Month-to-month;75.2;2016-08-01;2020-03-01;1
7733-UDMTP;Female;1;No;No;Yes;Electronic check;8yPoZwboLx;Month-to-month;55.0;2015-04-01;;0
7734-DBOAI;Female;0;Yes;Yes;No;Electronic check;CknpU4YdEj;Month-to-month;40.1;2019-12-01;2020-01-01;1
7739-LAXOG;Female;0;Yes;Yes;Yes;Bank transfer (automatic);5gvGjYBgeW;Month-to-month;91.05;2017-10-01;2020-06-01;1
7740-BTPUX;Male;1;Yes;No;Yes;Electronic check;kpu53UTzMe;Two year;113.6;2015-06-01;;0
7740-KKCXF;Male;0;Yes;No;Yes;Credit card (automatic);6FMb7F26bi;Month-to-month;30.05;2015-10-01;;0
7742-MYPGI;Female;0;Yes;Yes;Yes;Mailed check;5xXgPxq8ve;Month-to-month;48.8;2019-07-01;;0
7743-EXURX;Male;0;Yes;Yes;Yes;Electronic check;A3cDM36r2E;Month-to-month;51.05;2019-10-01;2020-06-01;1
7746-AWNQW;Female;0;No;No;Yes;Mailed check;93xutS77oz;Month-to-month;35.75;2017-09-01;;0
7746-QYVCO;Male;0;Yes;Yes;Yes;Mailed check;3wUdfHYLcx;One year;55.85;2018-09-01;;0
7748-UMTRK;Female;1;No;Yes;Yes;Electronic check;6aG8BdP6mW;Month-to-month;101.3;2017-07-01;;0
7750-EYXWZ;Female;0;No;No;No;Electronic check;7VqyUPcJEK;One year;60.65;2019-01-01;;0
7752-XUSCI;Female;0;No;No;Yes;Electronic check;KWkJbgnmY3;Month-to-month;105.9;2015-06-01;2020-06-01;1
7753-USQYQ;Male;0;No;No;Yes;Electronic check;qmFdJ2WZU6;One year;64.2;2015-06-01;;0
7754-IXRMC;Female;0;No;No;No;Mailed check;C6hpwEn93L;Month-to-month;45.35;2019-12-01;;0
7758-UJWYS;Male;0;Yes;Yes;Yes;Electronic check;KmJsYycpPe;Two year;40.55;2017-03-01;;0
7758-XKCBS;Male;0;No;No;Yes;Electronic check;4H8qUrSd5p;Month-to-month;29.7;2018-11-01;2020-02-01;1
7760-OYPDY;Female;0;No;No;Yes;Electronic check;7ocLzUCtS2;Month-to-month;80.65;2020-10-01;2020-12-01;1
7762-ONLJY;Female;0;Yes;Yes;No;Mailed check;EeXQaLEJrY;One year;19.7;2019-07-01;;0
7762-URZQH;Male;0;Yes;No;Yes;Credit card (automatic);KERLYigbUh;Two year;106.05;2015-02-01;2020-08-01;1
7764-BDPEE;Male;0;No;Yes;No;Mailed check;9zCMiyyCtW;Month-to-month;20.85;2019-10-01;;0
7765-LWVVH;Female;0;Yes;Yes;Yes;Electronic check;7WDDaeepgg;Two year;95.1;2014-01-01;;0
7766-CLTIC;Female;0;No;No;Yes;Mailed check;DF2UQikXMK;Month-to-month;60.95;2019-03-01;;0
7767-UXAGJ;Male;0;No;No;Yes;Electronic check;E5sj32ipen;Month-to-month;50.45;2020-01-01;2020-02-01;1
7771-CFQRQ;Female;0;Yes;Yes;No;Bank transfer (automatic);Akcv5kYS9D;Two year;63.8;2016-02-01;;0
7771-ZONAT;Male;0;No;No;No;Bank transfer (automatic);4kPpowqNbg;Two year;56.75;2018-03-01;;0
7774-OJSXI;Male;0;No;No;Yes;Electronic check;6VjyKqnugY;One year;103.45;2017-12-01;2020-07-01;1
7776-QGYJC;Female;0;Yes;Yes;Yes;Bank transfer (automatic);HVoMxxrboA;Month-to-month;81.5;2016-10-01;;0
7776-QWNFX;Male;1;Yes;No;Yes;Bank transfer (automatic);7mZJJUsk2Z;Month-to-month;50.4;2017-11-01;2020-05-01;1
7777-UNYHB;Female;0;Yes;Yes;Yes;Credit card (automatic);7KSVVfvxVy;Month-to-month;20.1;2019-01-01;;0
7779-LGOVN;Male;1;Yes;No;Yes;Electronic check;5C9bfTMQKo;Month-to-month;86.65;2019-09-01;2020-07-01;1
7779-ORAEL;Male;1;Yes;No;No;Credit card (automatic);3Nbh8Gyirq;Two year;75.15;2016-04-01;;0
7780-OTDSO;Male;0;Yes;No;Yes;Electronic check;CWESJept4c;Month-to-month;99.4;2019-04-01;2020-10-01;1
7781-EWARA;Male;0;Yes;Yes;No;Electronic check;6iU7iLgVuT;One year;60.35;2014-03-01;;0
7781-HVGMK;Female;0;Yes;Yes;Yes;Credit card (automatic);ETFfMFRykp;Two year;65.2;2014-01-01;;0
7783-YKGDV;Female;0;No;No;Yes;Bank transfer (automatic);Ef6Swj49H7;Month-to-month;99.7;2019-09-01;2020-09-01;1
7785-RDVIG;Female;0;Yes;Yes;No;Mailed check;FEjbcHTBPB;Month-to-month;19.3;2019-10-01;;0
7786-WBJYI;Female;0;No;No;No;Bank transfer (automatic);KU67gpnLgD;Month-to-month;77.95;2020-06-01;2020-10-01;1
7787-BNTZM;Male;0;No;No;No;Bank transfer (automatic);YqQCyBB6f8;Month-to-month;20.15;2019-07-01;;0
7789-CRUVC;Female;1;Yes;No;Yes;Credit card (automatic);4HHjiBwaex;Month-to-month;94.2;2014-12-01;;0
7789-HKSBS;Female;1;Yes;No;Yes;Bank transfer (automatic);GwB9Kfvocp;One year;105.2;2016-07-01;;0
7794-JASDG;Male;0;No;No;Yes;Mailed check;JnTnE5USs2;Month-to-month;50.75;2019-12-01;;0
7795-CFOCW;Male;0;No;No;No;Bank transfer (automatic);EasWEvfEj4;One year;42.3;2016-04-01;;0
7797-EJMDP;Female;0;No;No;No;Bank transfer (automatic);9uhfAcoWAd;Month-to-month;66.05;2019-05-01;;0
7798-JVXYM;Female;0;No;No;Yes;Electronic check;CN4SAdGYCZ;Month-to-month;69.65;2018-11-01;;0
7799-DSEWS;Male;0;No;No;Yes;Electronic check;9GTAD64YMU;Month-to-month;68.35;2018-07-01;;0
